engineNumber,cycleNumber,sensor2,sensor3,sensor4,sensor7,sensor8,sensor9,sensor11,sensor12,sensor13,sensor14,sensor15,sensor17,sensor20,sensor21,RUL
79,176,549.54,1353.58,1124.36,139.84,2212.04,8343.16,42.08,131.84,2388.19,8103.35,9.2818,330,10.57,6.3015,42
79,177,604.75,1494.29,1309.52,397.92,2319.01,8789.04,45.12,374.51,2388.25,8144.25,8.5569,370,28.62,17.2671,41
79,178,642.37,1587.72,1408.05,559.22,2388.15,9082.13,47.47,527.05,2388.18,8157.9,8.3038,393,39.16,23.5522,40
79,179,549.08,1360.93,1122.55,140.62,2212.16,8342.28,42.04,132.07,2388.25,8100.09,9.2624,332,10.7,6.3722,39
79,180,604.67,1501.0,1308.99,398.31,2319.03,8796.41,45.33,375.45,2388.24,8148.14,8.5369,369,28.7,17.3126,38
79,181,642.39,1587.8,1410.75,560.44,2388.15,9075.19,47.54,528.18,2388.14,8153.1,8.3468,392,39.36,23.596,37
79,182,549.52,1355.75,1115.58,139.38,2212.11,8342.93,42.08,131.68,2388.32,8097.25,9.2085,331,10.79,6.4962,36
79,183,549.46,1358.07,1128.71,139.32,2212.11,8346.2,42.04,131.93,2388.23,8102.87,9.2678,332,10.71,6.4275,35
79,184,555.65,1370.58,1132.33,196.89,2223.22,8366.43,41.95,185.16,2388.35,8094.17,9.211,334,15.09,9.0148,34
79,185,549.51,1353.14,1128.56,139.92,2212.15,8342.31,42.07,132.36,2388.26,8106.52,9.2182,330,10.73,6.3442,33
79,186,555.7,1364.44,1126.89,196.53,2223.33,8369.97,41.95,185.06,2388.34,8085.28,9.1803,334,14.93,9.0245,32
79,187,536.48,1269.9,1040.63,176.58,1915.58,8026.04,36.7,166.01,2028.47,7891.53,10.7446,306,14.43,8.7002,31
79,188,607.24,1488.22,1252.26,338.94,2324.2,8743.08,44.37,318.48,2388.39,8075.62,9.0927,366,24.67,14.8769,30
79,189,549.61,1356.7,1120.61,140.68,2212.18,8350.16,42.12,131.54,2388.27,8107.63,9.2192,331,10.87,6.387,29
79,190,555.68,1362.0,1124.46,197.32,2223.24,8375.81,41.97,185.39,2388.33,8090.0,9.1743,335,15.03,8.9045,28
79,191,606.77,1491.39,1253.33,339.43,2324.3,8748.2,44.57,319.34,2388.42,8081.89,9.0863,366,24.65,14.8886,27
79,192,607.34,1480.95,1254.16,339.49,2324.36,8745.82,44.54,320.01,2388.45,8088.83,9.0886,365,24.68,14.8033,26
79,193,549.32,1359.01,1130.87,140.85,2212.24,8345.28,42.32,132.62,2388.3,8108.81,9.2189,331,10.96,6.5316,25
79,194,549.24,1353.84,1131.78,140.29,2212.23,8346.55,42.32,132.56,2388.33,8114.52,9.1748,332,10.71,6.419,24
79,195,605.01,1511.67,1307.47,399.97,2319.23,8814.53,45.53,376.74,2388.41,8153.95,8.5509,371,28.83,17.2603,23
79,196,549.92,1362.46,1126.15,140.89,2212.28,8356.4,42.18,133.03,2388.35,8111.37,9.1564,333,10.76,6.4125,22
79,197,555.92,1370.43,1135.54,197.5,2223.41,8384.57,41.95,186.06,2388.47,8100.72,9.1487,335,14.98,9.1205,21
79,198,537.28,1264.82,1050.61,177.79,1915.66,8029.69,36.79,166.95,2028.56,7891.62,10.7146,308,14.29,8.6178,20
79,199,556.05,1372.84,1128.88,197.52,2223.47,8385.57,42.07,186.67,2388.5,8100.03,9.1481,336,15.08,9.0334,19
79,200,549.76,1353.52,1128.9,140.84,2212.28,8353.1,42.41,132.8,2388.38,8119.72,9.1799,334,10.93,6.378,18
79,201,549.33,1358.8,1136.29,141.78,2212.32,8355.6,42.35,132.35,2388.4,8125.45,9.1889,332,10.82,6.3925,17
79,202,642.42,1588.97,1417.53,564.6,2388.32,9095.86,47.74,531.89,2388.36,8171.37,8.2978,395,39.3,23.6394,16
79,203,643.06,1594.61,1407.13,563.84,2388.36,9092.0,47.81,531.73,2388.35,8168.45,8.2644,395,39.56,23.5913,15
79,204,607.86,1496.33,1261.22,341.42,2324.45,8770.25,44.64,321.09,2388.62,8096.37,9.0596,368,25.0,15.0019,14
79,205,549.28,1361.29,1135.15,142.34,2212.32,8362.58,42.49,133.41,2388.42,8130.36,9.1314,333,10.82,6.3982,13
79,206,536.47,1270.36,1053.21,179.71,1915.71,8046.11,36.8,167.98,2028.59,7904.4,10.7256,307,14.52,8.7071,12
79,207,549.43,1364.78,1132.61,141.6,2212.3,8367.9,42.48,133.92,2388.45,8130.99,9.1261,334,10.69,6.5079,11
79,208,642.63,1597.8,1420.65,565.06,2388.41,9107.6,47.95,533.19,2388.42,8175.36,8.246,394,39.62,23.6849,10
79,209,537.32,1264.93,1050.96,179.05,1915.77,8041.15,36.89,167.88,2028.74,7901.58,10.6902,308,14.59,8.7226,9
79,210,555.32,1377.04,1143.94,199.39,2223.58,8399.93,42.33,187.27,2388.63,8110.62,9.1007,338,15.05,9.0261,8
79,211,605.59,1505.86,1317.68,403.55,2319.51,8838.07,45.82,380.81,2388.73,8174.68,8.531,372,29.04,17.4007,7
79,212,537.21,1261.8,1053.06,178.96,1915.84,8045.28,37.03,168.36,2028.69,7901.26,10.666,310,14.61,8.6944,6
79,213,537.03,1265.61,1055.78,179.87,1915.76,8042.56,36.88,167.7,2028.66,7908.38,10.6713,308,14.69,8.7424,5
79,214,537.54,1263.17,1056.76,179.59,1915.79,8048.6,36.92,168.21,2028.73,7906.36,10.6556,309,14.46,8.7489,4
79,215,605.33,1509.71,1319.28,404.68,2319.59,8841.2,46.04,380.63,2388.81,8180.5,8.4615,372,29.17,17.447,3
79,216,608.05,1500.26,1267.85,343.6,2324.69,8779.02,45.02,323.57,2388.95,8104.66,8.9597,367,24.93,15.0459,2
79,217,537.43,1272.05,1060.19,178.85,1915.86,8050.65,37.2,168.63,2028.8,7906.22,10.6942,308,14.52,8.8677,1
79,218,549.6,1369.81,1142.47,142.98,2212.46,8387.03,42.64,134.79,2388.64,8148.7,9.0651,337,10.89,6.4633,0
80,1,549.11,1345.86,1123.35,138.25,2211.97,8311.89,41.64,130.38,2387.98,8075.7,9.3392,327,10.59,6.4311,304
80,2,604.12,1497.52,1299.13,394.31,2318.8,8770.06,45.11,371.99,2387.94,8126.65,8.5735,367,28.54,17.2279,303
80,3,606.99,1480.01,1250.49,334.63,2323.8,8717.69,44.05,314.99,2387.97,8061.05,9.1776,364,24.4,14.7659,302
80,4,549.09,1346.29,1119.9,138.1,2211.95,8314.82,41.74,130.64,2387.98,8080.58,9.3504,329,10.74,6.2972,301
80,5,536.18,1260.24,1038.22,175.42,1915.27,8003.96,36.5,164.24,2028.22,7866.67,10.8344,307,14.34,8.578,300
80,6,549.3,1341.42,1117.99,138.14,2211.93,8320.91,41.7,130.46,2388.0,8080.65,9.3549,329,10.55,6.3546,299
80,7,603.99,1491.52,1296.23,394.28,2318.74,8769.1,45.09,370.9,2387.89,8128.19,8.5883,369,28.53,17.2417,298
80,8,555.03,1361.47,1121.77,195.26,2222.94,8343.03,41.5,183.24,2387.99,8064.53,9.2916,331,15.0,8.9254,297
80,9,536.61,1263.25,1044.64,175.37,1915.27,8010.5,36.46,164.17,2028.2,7871.02,10.8429,307,14.42,8.5727,296
80,10,641.73,1584.93,1398.48,555.9,2388.0,9052.91,47.08,522.04,2387.98,8137.22,8.3982,390,39.2,23.456,295
80,11,555.23,1353.84,1122.83,194.68,2222.94,8345.31,41.59,183.68,2387.96,8069.68,9.2624,334,14.87,8.9328,294
80,12,548.86,1352.36,1112.56,137.69,2211.94,8315.6,41.83,130.34,2387.96,8079.82,9.3123,327,10.75,6.4338,293
80,13,536.22,1248.03,1040.71,175.09,1915.3,8013.71,36.49,164.81,2028.19,7864.73,10.8359,306,14.35,8.5923,292
80,14,537.2,1253.47,1042.15,175.45,1915.29,8003.58,36.5,164.3,2028.18,7871.99,10.832,305,14.48,8.5753,291
80,15,607.03,1481.56,1234.86,334.27,2323.81,8722.97,44.06,314.04,2387.92,8059.77,9.1842,363,24.65,14.6488,290
80,16,536.4,1252.65,1038.87,175.17,1915.35,8003.57,36.29,164.28,2028.24,7868.35,10.8724,304,14.41,8.553,289
80,17,607.23,1478.69,1249.02,334.76,2323.81,8716.97,44.11,315.15,2387.92,8061.41,9.1733,364,24.55,14.7893,288
80,18,548.74,1342.0,1116.46,138.68,2211.94,8307.56,41.56,130.6,2388.07,8078.24,9.3386,330,10.59,6.2911,287
80,19,536.15,1252.1,1040.37,174.57,1915.35,8004.66,36.42,164.34,2028.18,7868.94,10.8217,306,14.15,8.5974,286
80,20,606.64,1477.99,1235.26,334.31,2323.84,8720.16,43.91,315.0,2387.92,8059.23,9.1743,364,24.48,14.7556,285
80,21,642.06,1581.79,1393.37,554.57,2387.99,9060.18,47.04,522.83,2388.01,8134.2,8.4027,391,39.04,23.4526,284
80,22,536.88,1258.14,1039.51,175.09,1915.32,8007.74,36.5,164.4,2028.21,7872.32,10.8576,306,14.38,8.5544,283
80,23,554.89,1361.64,1119.55,193.78,2222.9,8344.91,41.44,182.46,2388.0,8063.49,9.2804,332,14.89,9.0381,282
80,24,548.57,1345.02,1117.23,137.89,2211.95,8313.38,41.68,130.77,2388.03,8080.86,9.3301,329,10.68,6.349,281
80,25,555.07,1352.11,1125.16,194.03,2222.87,8342.95,41.62,182.79,2387.94,8067.11,9.2411,332,14.94,8.934,280
80,26,549.84,1354.08,1114.55,137.87,2211.93,8313.35,41.86,130.26,2388.02,8075.86,9.3341,330,10.64,6.3272,279
80,27,607.14,1483.93,1246.86,334.89,2323.8,8722.96,43.99,314.91,2387.97,8058.86,9.1748,362,24.65,14.7083,278
80,28,555.02,1358.85,1118.17,195.0,2222.88,8344.17,41.6,183.44,2388.03,8063.01,9.3153,331,14.8,8.8334,277
80,29,555.28,1360.75,1123.68,193.9,2222.85,8340.15,41.43,182.77,2387.96,8065.3,9.2958,333,14.93,8.9358,276
80,30,604.33,1493.75,1298.56,394.28,2318.75,8775.13,45.16,371.94,2388.0,8129.68,8.579,367,28.71,17.1893,275
80,31,550.03,1342.59,1119.79,138.66,2211.9,8313.99,41.53,130.02,2388.01,8086.57,9.3403,329,10.61,6.4244,274
80,32,555.3,1361.61,1119.05,194.3,2222.83,8338.42,41.64,183.31,2388.01,8062.47,9.2782,332,14.81,8.9011,273
80,33,604.02,1496.24,1296.52,394.95,2318.76,8775.18,45.07,372.18,2387.94,8128.64,8.6405,368,28.62,17.2493,272
80,34,604.67,1498.46,1291.96,394.74,2318.77,8776.66,45.15,371.66,2387.96,8129.71,8.6035,368,28.74,17.1518,271
80,35,549.38,1345.69,1117.96,138.98,2211.98,8314.98,41.82,130.72,2388.02,8079.33,9.339,329,10.66,6.4228,270
80,36,555.44,1357.59,1126.57,194.01,2222.85,8346.06,41.48,183.19,2387.96,8068.57,9.2626,331,14.96,9.0026,269
80,37,548.84,1344.97,1119.2,138.68,2212.0,8317.55,41.77,130.54,2388.01,8087.42,9.3394,329,10.71,6.4463,268
80,38,642.11,1584.43,1397.07,555.06,2387.94,9051.98,47.16,522.57,2387.99,8138.21,8.4486,391,39.04,23.4642,267
80,39,549.03,1348.76,1118.18,138.52,2211.97,8312.32,41.93,130.14,2388.01,8083.79,9.3118,327,10.57,6.271,266
80,40,548.91,1345.58,1110.19,138.76,2211.92,8313.61,41.81,129.97,2387.97,8081.88,9.3065,329,10.5,6.3178,265
80,41,536.48,1254.73,1042.27,174.69,1915.3,8006.52,36.56,164.7,2028.18,7869.86,10.8417,305,14.2,8.645,264
80,42,606.96,1481.87,1246.02,334.0,2323.84,8725.18,44.02,314.58,2388.0,8060.5,9.1787,363,24.55,14.8013,263
80,43,607.06,1484.41,1235.9,333.83,2323.83,8710.52,44.13,314.86,2387.92,8058.22,9.1556,364,24.44,14.653,262
80,44,549.04,1346.03,1116.82,138.72,2211.91,8318.19,41.85,131.02,2388.0,8079.99,9.3261,327,10.67,6.3425,261
80,45,604.2,1499.89,1303.09,394.83,2318.77,8773.53,45.17,371.55,2387.97,8128.63,8.6109,368,28.76,17.3091,260
80,46,549.37,1343.67,1111.18,138.98,2211.99,8312.63,41.71,130.29,2388.04,8082.68,9.3129,330,10.72,6.3867,259
80,47,536.42,1259.88,1031.75,175.3,1915.33,8005.84,36.4,164.54,2028.22,7867.98,10.8559,307,14.39,8.6043,258
80,48,606.87,1478.94,1242.13,334.47,2323.79,8715.91,44.09,314.57,2387.95,8058.08,9.1852,362,24.55,14.6829,257
80,49,549.21,1344.43,1110.22,137.83,2211.9,8323.06,41.67,130.8,2388.0,8080.97,9.334,329,10.62,6.3554,256
80,50,604.15,1489.07,1298.91,394.19,2318.75,8773.13,45.09,371.41,2387.95,8128.06,8.5985,368,28.93,17.2361,255
80,51,604.26,1493.83,1302.01,395.24,2318.76,8765.96,45.0,371.67,2388.02,8128.71,8.6441,367,28.7,17.2593,254
80,52,604.49,1494.17,1294.0,394.67,2318.76,8778.8,45.28,371.93,2388.02,8131.64,8.5809,366,28.81,17.3234,253
80,53,641.8,1582.28,1390.41,554.18,2387.99,9056.6,47.02,522.13,2388.03,8137.82,8.3719,391,39.06,23.5517,252
80,54,555.63,1360.11,1112.91,194.56,2222.88,8342.41,41.67,182.95,2387.97,8067.62,9.2671,332,15.04,8.9027,251
80,55,604.03,1494.91,1295.94,395.52,2318.81,8774.63,45.07,371.58,2388.01,8127.64,8.623,368,28.69,17.248,250
80,56,548.61,1345.34,1121.03,138.87,2212.01,8312.94,41.71,129.95,2388.03,8082.39,9.307,329,10.63,6.2015,249
80,57,642.09,1582.03,1394.96,554.8,2387.99,9054.01,47.29,522.37,2388.06,8135.3,8.3736,391,39.13,23.3697,248
80,58,604.12,1492.94,1304.08,395.46,2318.74,8768.89,45.02,371.96,2387.98,8124.03,8.6248,368,28.79,17.1721,247
80,59,606.98,1480.03,1237.19,334.47,2323.86,8719.98,44.1,315.02,2387.97,8063.5,9.226,363,24.6,14.7947,246
80,60,606.87,1476.39,1234.6,334.24,2323.84,8721.65,44.18,314.85,2387.94,8058.14,9.1949,363,24.6,14.6799,245
80,61,641.78,1577.37,1402.1,555.03,2388.03,9052.75,47.03,522.94,2388.04,8138.45,8.3511,391,38.97,23.4619,244
80,62,536.4,1253.75,1042.4,175.58,1915.29,8007.82,36.38,164.93,2028.23,7870.93,10.8704,305,14.34,8.6981,243
80,63,604.47,1493.8,1297.91,394.7,2318.83,8772.66,45.14,372.17,2387.97,8127.08,8.5882,366,28.74,17.2446,242
80,64,536.09,1252.46,1036.98,174.8,1915.3,8012.19,36.42,164.58,2028.18,7870.82,10.8494,307,14.37,8.4505,241
80,65,536.86,1254.67,1038.14,175.05,1915.33,8008.5,36.39,164.46,2028.17,7869.34,10.8472,304,14.39,8.5479,240
80,66,555.16,1365.11,1116.26,194.07,2222.93,8353.14,41.59,183.02,2387.99,8064.33,9.2968,332,14.78,8.912,239
80,67,641.92,1586.59,1392.31,554.55,2387.99,9053.77,47.06,521.75,2387.99,8137.98,8.3805,392,39.06,23.5082,238
80,68,536.55,1255.34,1042.84,175.63,1915.32,8007.12,36.48,164.8,2028.2,7871.54,10.8666,306,14.43,8.7283,237
80,69,642.44,1574.77,1391.99,554.09,2388.01,9057.02,47.09,522.36,2387.98,8136.67,8.4002,390,39.13,23.4533,236
80,70,549.57,1348.78,1122.73,137.74,2211.94,8315.44,41.79,130.61,2388.04,8081.41,9.348,329,10.53,6.3044,235
80,71,606.49,1486.23,1241.41,334.27,2323.78,8719.73,43.96,315.15,2387.98,8063.7,9.2265,363,24.5,14.6803,234
80,72,535.92,1259.33,1047.0,175.6,1915.31,8011.11,36.63,164.73,2028.2,7874.48,10.8366,305,14.42,8.6166,233
80,73,641.73,1572.18,1384.21,555.36,2388.03,9044.47,47.09,522.71,2387.99,8139.11,8.4046,390,39.19,23.4073,232
80,74,549.06,1346.97,1116.88,138.66,2211.97,8314.97,41.74,130.61,2388.05,8084.27,9.3285,327,10.68,6.456,231
80,75,555.46,1362.93,1125.64,194.33,2222.89,8349.66,41.72,182.86,2387.99,8063.94,9.2572,331,14.67,8.926,230
80,76,555.07,1359.09,1117.06,194.24,2222.87,8348.68,41.66,182.58,2387.94,8070.91,9.2751,332,14.91,8.9382,229
80,77,555.44,1361.46,1121.46,193.96,2222.88,8346.82,41.52,182.69,2388.03,8068.88,9.2685,332,14.9,8.9733,228
80,78,641.7,1578.32,1396.86,553.72,2388.01,9059.7,47.24,521.88,2388.02,8133.89,8.387,392,39.07,23.4486,227
80,79,642.09,1584.54,1399.9,554.58,2388.0,9049.57,47.21,522.34,2388.06,8136.96,8.36,392,39.09,23.3186,226
80,80,642.0,1580.19,1393.8,554.26,2387.98,9052.52,47.04,522.66,2388.04,8133.31,8.4105,393,39.11,23.5417,225
80,81,641.87,1586.49,1389.28,554.69,2387.99,9052.75,47.17,522.69,2388.05,8134.68,8.3826,390,39.07,23.4172,224
80,82,604.0,1494.33,1294.32,394.72,2318.84,8777.53,45.07,371.83,2387.98,8125.48,8.5928,368,28.59,17.0853,223
80,83,555.06,1355.35,1117.38,194.35,2222.89,8338.72,41.67,183.63,2388.01,8069.05,9.2912,334,14.91,9.06,222
80,84,536.54,1261.33,1033.92,175.04,1915.34,8003.2,36.29,164.09,2028.2,7874.59,10.8432,306,14.27,8.6611,221
80,85,548.75,1349.32,1109.89,138.67,2211.92,8318.14,41.65,130.88,2388.02,8078.61,9.3338,329,10.72,6.4269,220
80,86,604.44,1490.79,1297.41,394.55,2318.78,8774.0,45.09,371.59,2387.98,8132.41,8.5878,368,28.64,17.2083,219
80,87,555.51,1357.44,1127.62,194.28,2222.89,8341.47,41.45,182.7,2387.95,8066.67,9.2562,334,14.81,8.9784,218
80,88,549.65,1347.06,1110.84,138.52,2211.96,8307.59,41.62,130.24,2388.09,8081.72,9.3504,328,10.66,6.3701,217
80,89,536.76,1262.15,1037.7,174.86,1915.3,8011.45,36.38,164.51,2028.21,7861.46,10.843,306,14.22,8.5621,216
80,90,535.87,1250.87,1036.0,175.4,1915.29,8001.12,36.27,164.17,2028.24,7869.88,10.8209,306,14.17,8.6746,215
80,91,536.8,1262.33,1035.02,174.79,1915.38,8004.43,36.51,165.01,2028.24,7867.76,10.8457,306,14.39,8.4832,214
80,92,548.34,1349.16,1118.04,139.13,2211.95,8319.59,41.82,130.58,2388.04,8084.12,9.3096,328,10.73,6.2451,213
80,93,606.62,1477.22,1241.45,334.37,2323.82,8726.65,44.06,315.08,2387.95,8057.33,9.173,363,24.48,14.6982,212
80,94,606.79,1476.0,1243.57,334.76,2323.82,8719.07,44.24,315.24,2387.93,8056.25,9.1862,362,24.72,14.7447,211
80,95,641.86,1590.74,1399.09,554.72,2387.99,9049.41,47.19,522.98,2387.95,8134.67,8.3955,391,39.04,23.5313,210
80,96,548.67,1345.56,1121.18,137.93,2211.97,8320.52,41.66,130.26,2388.01,8089.65,9.3467,329,10.57,6.3401,209
80,97,642.2,1577.91,1395.51,554.89,2387.97,9057.19,47.2,522.16,2387.98,8136.4,8.4003,392,39.21,23.3344,208
80,98,642.43,1590.06,1396.93,554.89,2387.99,9052.86,47.17,523.35,2387.92,8138.61,8.3958,390,39.07,23.4262,207
80,99,641.85,1584.26,1383.62,554.92,2388.04,9052.87,47.16,523.25,2388.03,8137.19,8.3531,391,39.19,23.4211,206
80,100,555.11,1361.72,1118.98,194.71,2222.94,8341.77,41.66,182.67,2388.02,8067.63,9.2985,332,14.73,9.0601,205
80,101,604.16,1490.82,1295.32,395.31,2318.83,8779.29,45.17,371.91,2387.96,8121.03,8.6152,368,28.79,17.1416,204
80,102,604.31,1499.74,1296.14,394.09,2318.77,8774.76,45.12,371.82,2387.97,8125.2,8.6077,369,28.8,17.2479,203
80,103,604.15,1497.75,1303.5,394.36,2318.77,8772.34,45.18,371.45,2388.01,8128.73,8.6,368,28.67,17.2211,202
80,104,549.49,1343.91,1099.2,138.49,2211.97,8315.47,41.72,130.2,2388.02,8086.42,9.3216,329,10.69,6.3259,201
80,105,549.25,1349.41,1116.03,137.84,2211.99,8319.53,41.94,130.2,2388.05,8080.75,9.3274,329,10.68,6.3994,200
80,106,549.35,1343.9,1118.85,139.03,2211.98,8321.73,41.78,130.35,2388.06,8084.36,9.3397,329,10.66,6.3333,199
80,107,549.4,1346.37,1115.94,138.6,2211.94,8312.29,41.56,130.87,2388.07,8081.41,9.3051,330,10.52,6.3972,198
80,108,555.12,1363.56,1116.94,195.1,2222.89,8343.88,41.69,182.53,2387.96,8065.25,9.2605,334,14.81,8.8,197
80,109,548.67,1347.35,1116.57,139.3,2211.94,8315.66,41.79,130.35,2388.01,8084.38,9.3247,329,10.77,6.3225,196
80,110,536.57,1257.01,1037.82,175.75,1915.34,8005.16,36.29,164.26,2028.25,7868.58,10.8647,305,14.38,8.6335,195
80,111,548.74,1344.83,1120.13,138.36,2212.0,8314.77,41.74,130.8,2388.02,8085.12,9.3452,330,10.85,6.3492,194
80,112,549.2,1342.75,1110.64,139.14,2211.97,8324.14,41.64,130.64,2388.02,8082.4,9.3192,328,10.57,6.3964,193
80,113,536.58,1253.5,1043.88,175.37,1915.37,8004.93,36.61,164.19,2028.23,7874.32,10.8409,307,14.4,8.5624,192
80,114,603.52,1495.02,1295.87,394.98,2318.8,8774.83,45.19,371.39,2387.98,8127.79,8.6078,368,28.93,17.2708,191
80,115,607.2,1475.48,1249.08,334.41,2323.81,8721.79,43.99,315.43,2387.93,8067.86,9.1938,364,24.36,14.7803,190
80,116,604.17,1498.72,1300.96,394.37,2318.77,8769.18,45.1,372.08,2387.96,8126.58,8.5956,368,28.67,17.2209,189
80,117,548.59,1345.18,1118.1,138.23,2211.98,8309.09,41.77,131.28,2388.06,8090.54,9.3317,329,10.65,6.2351,188
80,118,607.1,1475.46,1245.13,334.64,2323.85,8720.23,44.09,315.52,2387.95,8054.12,9.1293,364,24.7,14.7643,187
80,119,642.29,1588.59,1400.78,555.29,2388.03,9055.26,47.2,523.22,2388.05,8135.82,8.3855,391,39.11,23.3411,186
80,120,536.65,1250.59,1037.41,175.1,1915.31,8003.65,36.54,164.44,2028.18,7872.46,10.8013,304,14.33,8.5059,185
80,121,604.37,1500.5,1302.32,395.3,2318.76,8776.34,45.28,372.41,2387.94,8129.66,8.6013,367,28.87,17.1753,184
80,122,606.9,1475.61,1246.04,334.4,2323.86,8725.02,43.95,314.99,2387.98,8055.0,9.1881,363,24.61,14.747,183
80,123,642.49,1584.23,1391.39,555.04,2388.03,9051.05,47.21,523.06,2388.03,8138.86,8.3853,391,39.24,23.4462,182
80,124,554.5,1355.14,1119.03,194.33,2222.9,8343.37,41.52,183.7,2388.0,8062.67,9.2774,333,14.92,8.9793,181
80,125,606.83,1477.34,1242.91,335.1,2323.86,8719.72,44.14,315.24,2388.03,8056.85,9.1372,362,24.56,14.9446,180
80,126,554.58,1359.15,1121.51,194.92,2222.89,8340.9,41.56,182.86,2388.03,8067.45,9.2682,332,14.96,8.909,179
80,127,555.44,1359.24,1112.25,194.29,2222.91,8351.21,41.75,182.8,2387.94,8068.1,9.2614,332,14.84,8.9892,178
80,128,641.78,1589.87,1391.39,556.15,2388.01,9053.3,47.08,522.54,2388.02,8135.66,8.3512,391,38.94,23.4931,177
80,129,548.79,1341.75,1115.44,138.59,2211.96,8323.82,41.58,130.42,2388.03,8081.83,9.3273,328,10.67,6.2938,176
80,130,606.74,1480.39,1240.64,334.53,2323.81,8712.19,44.11,315.41,2388.0,8066.04,9.1918,363,24.55,14.6862,175
80,131,536.51,1258.73,1036.18,175.92,1915.33,8001.21,36.47,164.64,2028.21,7871.16,10.8405,305,14.52,8.6096,174
80,132,549.12,1348.6,1114.29,138.84,2211.95,8314.09,41.77,130.53,2388.02,8078.11,9.2928,328,10.54,6.5432,173
80,133,642.13,1581.77,1398.38,554.8,2388.02,9059.81,47.2,522.84,2387.98,8139.11,8.354,391,38.94,23.5444,172
80,134,555.28,1358.68,1120.34,195.08,2222.95,8345.44,41.65,183.59,2388.06,8072.17,9.2301,333,14.87,8.9726,171
80,135,606.49,1482.13,1241.54,335.13,2323.89,8718.93,44.12,315.43,2388.03,8058.53,9.1552,362,24.65,14.7643,170
80,136,642.3,1588.39,1398.07,555.36,2387.99,9058.73,47.16,522.48,2388.01,8140.96,8.3896,391,39.24,23.5536,169
80,137,555.48,1360.1,1121.27,194.68,2222.94,8347.91,41.51,183.42,2388.0,8069.36,9.2667,331,14.95,8.846,168
80,138,549.09,1345.74,1114.41,138.8,2212.04,8315.62,41.7,130.78,2388.09,8086.05,9.3386,327,10.67,6.4186,167
80,139,606.26,1476.35,1233.16,335.6,2323.92,8719.59,44.0,315.46,2388.05,8061.18,9.1249,364,24.51,14.7482,166
80,140,603.9,1499.87,1301.51,394.65,2318.81,8779.37,44.97,372.59,2388.0,8127.19,8.6196,370,28.67,17.197,165
80,141,549.57,1351.15,1119.68,138.7,2211.94,8317.03,41.74,130.56,2388.12,8084.02,9.2913,329,10.69,6.4596,164
80,142,549.27,1339.41,1113.12,139.19,2212.03,8318.61,41.74,131.11,2388.06,8084.19,9.2952,327,10.84,6.2954,163
80,143,606.96,1480.57,1233.08,334.23,2323.86,8725.97,44.0,315.46,2387.99,8065.41,9.1508,365,24.46,14.7199,162
80,144,555.26,1365.15,1128.19,195.05,2222.9,8347.96,41.48,183.04,2388.01,8069.55,9.2541,333,14.87,9.0678,161
80,145,604.16,1494.79,1291.51,395.73,2318.82,8787.05,45.13,372.61,2388.07,8134.37,8.6015,366,28.74,17.2459,160
80,146,536.76,1259.13,1041.35,175.81,1915.32,8010.32,36.54,165.01,2028.28,7874.54,10.8346,305,14.23,8.6016,159
80,147,555.15,1365.51,1116.71,194.04,2222.93,8341.45,41.59,183.5,2388.04,8067.29,9.2931,332,14.73,8.9936,158
80,148,548.32,1340.65,1110.85,139.06,2211.94,8319.34,41.9,131.19,2388.0,8083.24,9.3164,330,10.59,6.3429,157
80,149,555.16,1357.81,1113.15,194.56,2222.96,8341.66,41.5,182.9,2388.04,8068.64,9.2823,333,14.99,8.9652,156
80,150,555.26,1363.98,1120.03,194.64,2222.92,8352.98,41.8,183.03,2388.05,8066.17,9.2709,334,14.96,8.8294,155
80,151,555.79,1358.22,1111.71,193.53,2222.98,8353.89,41.48,183.55,2387.99,8068.78,9.2903,333,14.78,8.9197,154
80,152,604.07,1495.8,1299.51,394.93,2318.88,8772.74,45.21,372.83,2388.07,8136.36,8.6178,369,28.63,17.2963,153
80,153,549.54,1342.73,1113.64,138.64,2211.95,8318.68,41.8,130.26,2388.07,8082.44,9.3385,328,10.38,6.4222,152
80,154,555.44,1356.05,1121.58,194.72,2222.96,8347.52,41.58,183.46,2388.04,8064.58,9.2632,334,14.91,8.9702,151
80,155,536.67,1257.0,1036.64,176.52,1915.3,8009.99,36.43,164.8,2028.22,7878.25,10.8419,307,14.37,8.58,150
80,156,606.91,1486.58,1249.63,334.77,2323.94,8724.7,44.05,315.36,2388.06,8062.72,9.1306,362,24.77,14.7624,149
80,157,554.97,1359.07,1120.07,194.39,2222.95,8352.69,41.6,183.31,2388.08,8072.95,9.288,333,14.8,8.925,148
80,158,607.05,1476.48,1245.63,334.99,2323.92,8720.81,44.26,315.63,2388.09,8062.33,9.1629,364,24.78,14.6395,147
80,159,555.7,1358.87,1127.63,194.15,2222.97,8351.83,41.77,183.07,2388.06,8068.16,9.2906,331,14.68,9.0232,146
80,160,536.56,1258.13,1040.78,175.53,1915.34,8008.02,36.41,164.29,2028.23,7872.82,10.831,306,14.29,8.6444,145
80,161,641.99,1582.28,1395.89,555.34,2388.01,9059.03,47.28,522.99,2388.08,8138.58,8.3726,393,39.31,23.4322,144
80,162,641.8,1587.36,1395.28,555.46,2388.03,9054.29,47.29,523.73,2388.03,8137.56,8.3677,391,39.13,23.4512,143
